Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
2,1996,Raiders,Chiefs,Chiefs,Raiders,19,3
2,1996,Ravens,Steelers,Steelers,Ravens,31,17
2,1996,Chargers,Bengals,Chargers,Bengals,27,14
2,1996,Cowboys,Giants,Cowboys,Giants,27,0
2,1996,Seahawks,Broncos,Broncos,Seahawks,30,20
2,1996,Rams,49ers,49ers,Rams,34,0
2,1996,Cardinals,Dolphins,Dolphins,Cardinals,38,10
2,1996,Packers,Eagles,Packers,Eagles,39,13
3,1996,Bears,Vikings,Vikings,Bears,20,14
3,1996,Saints,Bengals,Bengals,Saints,30,15
3,1996,Cardinals,Patriots,Patriots,Cardinals,31,0
3,1996,Eagles,Lions,Eagles,Lions,24,17
3,1996,Chargers,Packers,Packers,Chargers,42,10
3,1996,Dolphins,Jets,Dolphins,Jets,36,27
3,1996,Oilers,Ravens,Oilers,Ravens,29,13
3,1996,Cowboys,Colts,Colts,Cowboys,25,24
3,1996,Jaguars,Raiders,Raiders,Jaguars,17,3
3,1996,Seahawks,Chiefs,Chiefs,Seahawks,35,17
3,1996,Redskins,Giants,Redskins,Giants,31,10
3,1996,Broncos,Buccaneers,Broncos,Buccaneers,27,23
3,1996,Bills,Steelers,Steelers,Bills,24,6
4,1996,49ers,Panthers,Panthers,49ers,23,7
4,1996,Rams,Redskins,Redskins,Rams,17,10
4,1996,Cardinals,Saints,Cardinals,Saints,28,14
4,1996,Broncos,Chiefs,Chiefs,Broncos,17,14
4,1996,Vikings,Packers,Vikings,Packers,30,21
4,1996,Patriots,Jaguars,Patriots,Jaguars,28,25
4,1996,Giants,Jets,Giants,Jets,13,6
4,1996,Cowboys,Bills,Bills,Cowboys,10,7
4,1996,Lions,Bears,Lions,Bears,35,16
4,1996,Chargers,Raiders,Chargers,Raiders,40,34
4,1996,Seahawks,Buccaneers,Seahawks,Buccaneers,17,13
4,1996,Falcons,Eagles,Eagles,Falcons,33,18
4,1996,Dolphins,Colts,Colts,Dolphins,10,6
5,1996,Panthers,Jaguars,Jaguars,Panthers,24,14
5,1996,Broncos,Bengals,Broncos,Bengals,14,10
5,1996,Oilers,Steelers,Steelers,Oilers,30,16
5,1996,Bears,Raiders,Bears,Raiders,19,17
5,1996,Buccaneers,Lions,Lions,Buccaneers,27,0
5,1996,Vikings,Giants,Giants,Vikings,15,10
5,1996,Ravens,Saints,Ravens,Saints,17,10
5,1996,Falcons,49ers,49ers,Falcons,39,17
5,1996,Rams,Cardinals,Cardinals,Rams,31,28
5,1996,Packers,Seahawks,Packers,Seahawks,31,10
5,1996,Chargers,Chiefs,Chargers,Chiefs,22,19
5,1996,Redskins,Jets,Redskins,Jets,31,16
5,1996,Cowboys,Eagles,Cowboys,Eagles,23,19
6,1996,Lions,Falcons,Lions,Falcons,28,24
6,1996,Panthers,Vikings,Vikings,Panthers,14,12
6,1996,Dolphins,Seahawks,Seahawks,Dolphins,22,15
6,1996,Patriots,Ravens,Patriots,Ravens,46,38
6,1996,Bears,Packers,Packers,Bears,37,6
6,1996,Jets,Raiders,Raiders,Jets,34,13
6,1996,Bills,Colts,Bills,Colts,16,13
6,1996,49ers,Rams,49ers,Rams,28,11
6,1996,Broncos,Chargers,Broncos,Chargers,28,17
6,1996,Jaguars,Saints,Saints,Jaguars,17,13
6,1996,Bengals,Oilers,Oilers,Bengals,30,27
6,1996,Steelers,Chiefs,Steelers,Chiefs,17,7
7,1996,Falcons,Oilers,Oilers,Falcons,23,13
7,1996,Bills,Dolphins,Dolphins,Bills,21,7
7,1996,Rams,Panthers,Panthers,Rams,45,13
7,1996,Steelers,Bengals,Steelers,Bengals,20,10
7,1996,Cardinals,Cowboys,Cowboys,Cardinals,17,3
7,1996,Redskins,Patriots,Redskins,Patriots,27,22
7,1996,Bears,Saints,Saints,Bears,27,24
7,1996,Jets,Jaguars,Jaguars,Jets,21,17
7,1996,Vikings,Buccaneers,Buccaneers,Vikings,24,13
7,1996,Giants,Eagles,Eagles,Giants,19,10
7,1996,Lions,Raiders,Raiders,Lions,37,21
7,1996,Colts,Ravens,Colts,Ravens,26,21
7,1996,49ers,Packers,Packers,49ers,23,20
8,1996,Seahawks,Chiefs,Chiefs,Seahawks,34,16
8,1996,Cowboys,Falcons,Cowboys,Falcons,32,28
8,1996,Saints,Panthers,Panthers,Saints,19,7
8,1996,Colts,Patriots,Patriots,Colts,27,9
8,1996,Dolphins,Eagles,Eagles,Dolphins,35,28
8,1996,Giants,Redskins,Redskins,Giants,31,21
8,1996,Jets,Bills,Bills,Jets,25,22
8,1996,49ers,Bengals,49ers,Bengals,28,21
8,1996,Cardinals,Buccaneers,Cardinals,Buccaneers,13,9
8,1996,Broncos,Ravens,Broncos,Ravens,45,34
8,1996,Steelers,Oilers,Oilers,Steelers,23,13
8,1996,Rams,Jaguars,Rams,Jaguars,17,14
8,1996,Chargers,Raiders,Raiders,Chargers,23,14
9,1996,Falcons,Steelers,Steelers,Falcons,20,17
9,1996,Panthers,Eagles,Eagles,Panthers,20,9
9,1996,Jaguars,Bengals,Bengals,Jaguars,28,21
9,1996,Redskins,Colts,Redskins,Colts,31,16
9,1996,Giants,Lions,Giants,Lions,35,7
9,1996,Packers,Buccaneers,Packers,Buccaneers,13,7
9,1996,49ers,Oilers,49ers,Oilers,10,9
9,1996,Ravens,Rams,Ravens,Rams,37,31
9,1996,Cardinals,Jets,Jets,Cardinals,31,21
9,1996,Dolphins,Cowboys,Cowboys,Dolphins,29,10
9,1996,Broncos,Chiefs,Broncos,Chiefs,34,7
9,1996,Seahawks,Chargers,Seahawks,Chargers,32,13
9,1996,Patriots,Bills,Patriots,Bills,28,25
9,1996,Vikings,Bears,Bears,Vikings,15,13
10,1996,Panthers,Falcons,Falcons,Panthers,20,17
10,1996,Bears,Buccaneers,Bears,Buccaneers,13,10
10,1996,Ravens,Bengals,Bengals,Ravens,24,21
10,1996,Colts,Chargers,Chargers,Colts,26,19
10,1996,Giants,Cardinals,Giants,Cardinals,16,8
10,1996,Cowboys,Eagles,Eagles,Cowboys,31,21
10,1996,Lions,Packers,Packers,Lions,28,18
10,1996,Rams,Steelers,Steelers,Rams,42,6
10,1996,Bills,Redskins,Bills,Redskins,38,13
10,1996,Chiefs,Vikings,Chiefs,Vikings,21,6
10,1996,Patriots,Dolphins,Patriots,Dolphins,42,23
10,1996,Oilers,Seahawks,Seahawks,Oilers,23,16
10,1996,Saints,49ers,49ers,Saints,24,17
10,1996,Broncos,Raiders,Broncos,Raiders,22,21
11,1996,Falcons,Rams,Rams,Falcons,59,16
11,1996,Bills,Eagles,Bills,Eagles,24,17
11,1996,Bengals,Steelers,Bengals,Steelers,34,24
11,1996,Colts,Dolphins,Dolphins,Colts,37,13
11,1996,Redskins,Cardinals,Cardinals,Redskins,37,34
11,1996,Packers,Chiefs,Chiefs,Packers,27,20
11,1996,Saints,Oilers,Oilers,Saints,31,14
11,1996,Patriots,Jets,Patriots,Jets,31,27
11,1996,Raiders,Buccaneers,Buccaneers,Raiders,20,17
11,1996,Broncos,Bears,Broncos,Bears,17,12
11,1996,49ers,Cowboys,Cowboys,49ers,20,17
11,1996,Ravens,Jaguars,Jaguars,Ravens,30,27
11,1996,Seahawks,Vikings,Seahawks,Vikings,42,23
11,1996,Panthers,Giants,Panthers,Giants,27,17
11,1996,Lions,Chargers,Chargers,Lions,27,21
12,1996,Saints,Falcons,Falcons,Saints,17,15
12,1996,Bengals,Bills,Bills,Bengals,31,17
12,1996,Rams,Panthers,Panthers,Rams,20,10
12,1996,Bears,Chiefs,Chiefs,Bears,14,10
12,1996,Colts,Jets,Colts,Jets,34,29
12,1996,Broncos,Patriots,Broncos,Patriots,34,8
12,1996,Lions,Seahawks,Lions,Seahawks,17,16
12,1996,Jaguars,Steelers,Steelers,Jaguars,28,3
12,1996,Redskins,Eagles,Redskins,Eagles,26,21
12,1996,Giants,Cardinals,Cardinals,Giants,31,23
12,1996,Oilers,Dolphins,Dolphins,Oilers,23,20
12,1996,49ers,Ravens,49ers,Ravens,38,20
12,1996,Buccaneers,Chargers,Buccaneers,Chargers,25,17
12,1996,Vikings,Raiders,Vikings,Raiders,16,13
12,1996,Packers,Cowboys,Cowboys,Packers,21,6
13,1996,Bengals,Falcons,Bengals,Falcons,41,31
13,1996,Bills,Jets,Bills,Jets,35,10
13,1996,Panthers,Oilers,Panthers,Oilers,31,6
13,1996,Lions,Bears,Bears,Lions,31,14
13,1996,Patriots,Colts,Patriots,Colts,27,13
13,1996,Vikings,Broncos,Broncos,Vikings,21,17
13,1996,Jaguars,Ravens,Jaguars,Ravens,28,25
13,1996,Chargers,Chiefs,Chargers,Chiefs,28,14
13,1996,Buccaneers,Saints,Buccaneers,Saints,13,7
13,1996,49ers,Redskins,49ers,Redskins,19,16
13,1996,Cardinals,Eagles,Cardinals,Eagles,36,30
13,1996,Cowboys,Giants,Giants,Cowboys,20,6
13,1996,Raiders,Seahawks,Raiders,Seahawks,27,21
13,1996,Packers,Rams,Packers,Rams,24,9
13,1996,Dolphins,Steelers,Steelers,Dolphins,24,17
14,1996,Chiefs,Lions,Chiefs,Lions,28,24
14,1996,Redskins,Cowboys,Cowboys,Redskins,21,10
14,1996,Bills,Colts,Colts,Bills,13,10
14,1996,Panthers,Buccaneers,Panthers,Buccaneers,24,0
14,1996,Bears,Packers,Packers,Bears,28,17
14,1996,Jaguars,Bengals,Jaguars,Bengals,30,27
14,1996,Vikings,Cardinals,Vikings,Cardinals,41,17
14,1996,Giants,Eagles,Eagles,Giants,24,0
14,1996,Ravens,Steelers,Ravens,Steelers,31,17
14,1996,Broncos,Seahawks,Broncos,Seahawks,34,7
14,1996,Dolphins,Raiders,Raiders,Dolphins,17,7
14,1996,Rams,Saints,Rams,Saints,26,10
14,1996,Jets,Oilers,Oilers,Jets,35,10
14,1996,Patriots,Chargers,Patriots,Chargers,45,7
14,1996,Falcons,49ers,49ers,Falcons,34,10
15,1996,Colts,Eagles,Colts,Eagles,37,10
15,1996,Falcons,Saints,Falcons,Saints,31,15
15,1996,Rams,Bears,Bears,Rams,35,9
15,1996,Bengals,Ravens,Bengals,Ravens,21,14
15,1996,Packers,Broncos,Packers,Broncos,41,6
15,1996,Jaguars,Oilers,Jaguars,Oilers,23,17
15,1996,Dolphins,Giants,Giants,Dolphins,17,7
15,1996,Chargers,Steelers,Steelers,Chargers,16,3
15,1996,Buccaneers,Redskins,Buccaneers,Redskins,24,10
15,1996,Seahawks,Bills,Seahawks,Bills,26,18
15,1996,49ers,Panthers,Panthers,49ers,30,24
15,1996,Cowboys,Cardinals,Cowboys,Cardinals,10,6
15,1996,Jets,Patriots,Patriots,Jets,34,10
15,1996,Lions,Vikings,Vikings,Lions,24,22
15,1996,Chiefs,Raiders,Raiders,Chiefs,26,7
16,1996,Jets,Eagles,Eagles,Jets,21,20
16,1996,Chargers,Bears,Bears,Chargers,27,14
16,1996,Rams,Falcons,Rams,Falcons,34,27
16,1996,Panthers,Ravens,Panthers,Ravens,27,16
16,1996,Bengals,Oilers,Bengals,Oilers,21,13
16,1996,Patriots,Cowboys,Cowboys,Patriots,12,6
16,1996,Lions,Packers,Packers,Lions,31,3
16,1996,Vikings,Buccaneers,Vikings,Buccaneers,21,10
16,1996,Giants,Saints,Saints,Giants,17,3
16,1996,Steelers,49ers,49ers,Steelers,25,15
16,1996,Chiefs,Colts,Colts,Chiefs,24,19
16,1996,Cardinals,Redskins,Cardinals,Redskins,27,26
16,1996,Broncos,Raiders,Broncos,Raiders,24,19
16,1996,Seahawks,Jaguars,Jaguars,Seahawks,20,13
16,1996,Dolphins,Bills,Dolphins,Bills,16,14
17,1996,Giants,Patriots,Patriots,Giants,23,22
17,1996,Rams,Saints,Rams,Saints,14,13
17,1996,Jaguars,Falcons,Jaguars,Falcons,19,17
17,1996,Chiefs,Bills,Bills,Chiefs,20,9
17,1996,Panthers,Steelers,Panthers,Steelers,18,14
17,1996,Bears,Buccaneers,Buccaneers,Bears,34,19
17,1996,Bengals,Colts,Bengals,Colts,31,24
17,1996,Cardinals,Eagles,Eagles,Cardinals,29,19
17,1996,Vikings,Packers,Packers,Vikings,38,10
17,1996,Jets,Dolphins,Dolphins,Jets,31,28
17,1996,Oilers,Ravens,Oilers,Ravens,24,21
17,1996,Cowboys,Redskins,Redskins,Cowboys,37,10
17,1996,Seahawks,Raiders,Seahawks,Raiders,28,21
17,1996,Broncos,Chargers,Chargers,Broncos,16,10
17,1996,Lions,49ers,49ers,Lions,24,14
WildCard,1996,Bills,Jaguars,Jaguars,Bills,30,27
WildCard,1996,Vikings,Cowboys,Cowboys,Vikings,40,15
WildCard,1996,Steelers,Colts,Steelers,Colts,42,14
WildCard,1996,Eagles,49ers,49ers,Eagles,14,0
Division,1996,49ers,Packers,Packers,49ers,35,14
Division,1996,Jaguars,Broncos,Jaguars,Broncos,30,27
Division,1996,Steelers,Patriots,Patriots,Steelers,28,3
Division,1996,Cowboys,Panthers,Panthers,Cowboys,26,17
ConfChamp,1996,Packers,Panthers,Packers,Panthers,30,13
ConfChamp,1996,Jaguars,Patriots,Patriots,Jaguars,20,6
SuperBowl,1996,Patriots,Packers,Packers,Patriots,35,21
1,1997,Falcons,Lions,Lions,Falcons,28,17
1,1997,Bills,Vikings,Vikings,Bills,34,13
1,1997,Bengals,Cardinals,Bengals,Cardinals,24,21
1,1997,Dolphins,Colts,Dolphins,Colts,16,10
1,1997,Steelers,Cowboys,Cowboys,Steelers,37,7
1,1997,Rams,Saints,Rams,Saints,38,24
1,1997,Chargers,Patriots,Patriots,Chargers,41,7
1,1997,Eagles,Giants,Giants,Eagles,31,17
1,1997,Raiders,Oilers,Oilers,Raiders,24,21
1,1997,Chiefs,Broncos,Broncos,Chiefs,19,3
1,1997,Ravens,Jaguars,Jaguars,Ravens,28,27
1,1997,Jets,Seahawks,Jets,Seahawks,41,3
1,1997,49ers,Buccaneers,Buccaneers,49ers,13,6
1,1997,Panthers,Redskins,Redskins,Panthers,24,10
1,1997,Packers,Bears,Packers,Bears,38,24
2,1997,Panthers,Falcons,Panthers,Falcons,9,6
2,1997,Bills,Jets,Bills,Jets,28,22
2,1997,Vikings,Bears,Vikings,Bears,27,24
2,1997,Ravens,Bengals,Ravens,Bengals,23,10
2,1997,Patriots,Colts,Patriots,Colts,31,6
2,1997,Lions,Buccaneers,Buccaneers,Lions,24,17
2,1997,Oilers,Dolphins,Dolphins,Oilers,16,13
2,1997,Saints,Chargers,Chargers,Saints,20,6
2,1997,Steelers,Redskins,Steelers,Redskins,14,13
2,1997,49ers,Rams,49ers,Rams,15,12
2,1997,Seahawks,Broncos,Broncos,Seahawks,35,14
2,1997,Packers,Eagles,Eagles,Packers,10,9
2,1997,Jaguars,Giants,Jaguars,Giants,40,13
2,1997,Cardinals,Cowboys,Cardinals,Cowboys,25,22
2,1997,Raiders,Chiefs,Chiefs,Raiders,28,27
3,1997,Falcons,Raiders,Raiders,Falcons,36,31
3,1997,Chiefs,Bills,Chiefs,Bills,22,16
3,1997,Bears,Lions,Lions,Bears,32,7
3,1997,Cardinals,Redskins,Redskins,Cardinals,19,13
3,1997,Packers,Dolphins,Packers,Dolphins,23,18
3,1997,Buccaneers,Vikings,Buccaneers,Vikings,28,14
3,1997,Ravens,Giants,Ravens,Giants,24,23
3,1997,Chargers,Panthers,Panthers,Chargers,26,7
3,1997,Seahawks,Colts,Seahawks,Colts,31,3
3,1997,Broncos,Rams,Broncos,Rams,35,14
3,1997,49ers,Saints,49ers,Saints,33,7
3,1997,Jets,Patriots,Patriots,Jets,27,24
3,1997,Eagles,Cowboys,Cowboys,Eagles,21,20
4,1997,Ravens,Oilers,Ravens,Oilers,36,10
4,1997,Chiefs,Panthers,Chiefs,Panthers,35,14
4,1997,Bears,Patriots,Patriots,Bears,31,3
4,1997,Saints,Lions,Saints,Lions,35,17
4,1997,Vikings,Packers,Packers,Vikings,38,32
4,1997,Raiders,Jets,Jets,Raiders,23,22
4,1997,Broncos,Bengals,Broncos,Bengals,38,20
4,1997,Falcons,49ers,49ers,Falcons,34,7
4,1997,Bills,Colts,Bills,Colts,37,35
4,1997,Rams,Giants,Rams,Giants,13,3
4,1997,Seahawks,Chargers,Seahawks,Chargers,26,22
4,1997,Buccaneers,Dolphins,Buccaneers,Dolphins,31,21
4,1997,Jaguars,Steelers,Jaguars,Steelers,30,21
5,1997,Buccaneers,Cardinals,Buccaneers,Cardinals,19,18
5,1997,Jaguars,Redskins,Redskins,Jaguars,24,12
5,1997,Oilers,Steelers,Steelers,Oilers,37,24
5,1997,Falcons,Broncos,Broncos,Falcons,29,21
5,1997,Packers,Lions,Lions,Packers,26,15
5,1997,Giants,Saints,Giants,Saints,14,9
5,1997,Bengals,Jets,Jets,Bengals,31,14
5,1997,Cowboys,Bears,Cowboys,Bears,27,3
5,1997,Chiefs,Seahawks,Chiefs,Seahawks,20,17
5,1997,Raiders,Rams,Raiders,Rams,35,17
5,1997,Ravens,Chargers,Chargers,Ravens,21,17
5,1997,Vikings,Eagles,Vikings,Eagles,28,19
5,1997,Panthers,49ers,49ers,Panthers,34,21
6,1997,Lions,Bills,Bills,Lions,22,13
6,1997,Jaguars,Bengals,Jaguars,Bengals,21,13
6,1997,Cowboys,Giants,Giants,Cowboys,20,17
6,1997,Redskins,Eagles,Eagles,Redskins,24,10
6,1997,Steelers,Ravens,Steelers,Ravens,42,34
6,1997,Packers,Buccaneers,Packers,Buccaneers,21,16
6,1997,Chiefs,Dolphins,Dolphins,Chiefs,17,14
6,1997,Colts,Jets,Jets,Colts,16,12
6,1997,Vikings,Cardinals,Vikings,Cardinals,20,19
6,1997,Oilers,Seahawks,Seahawks,Oilers,16,13
6,1997,Chargers,Raiders,Chargers,Raiders,25,10
6,1997,Saints,Bears,Saints,Bears,20,17
6,1997,Broncos,Patriots,Broncos,Patriots,34,13
7,1997,Falcons,Saints,Falcons,Saints,23,17
7,1997,Patriots,Bills,Patriots,Bills,33,6
7,1997,Oilers,Bengals,Oilers,Bengals,30,7
7,1997,Jaguars,Eagles,Jaguars,Eagles,38,21
7,1997,Dolphins,Jets,Dolphins,Jets,31,20
7,1997,Packers,Bears,Packers,Bears,24,23
7,1997,Buccaneers,Lions,Lions,Buccaneers,27,9
7,1997,Vikings,Panthers,Vikings,Panthers,21,14
7,1997,Cardinals,Giants,Giants,Cardinals,27,13
7,1997,49ers,Rams,49ers,Rams,30,10
7,1997,Steelers,Colts,Steelers,Colts,24,22
7,1997,Redskins,Cowboys,Redskins,Cowboys,21,16
8,1997,Chiefs,Chargers,Chiefs,Chargers,31,3
8,1997,Falcons,49ers,49ers,Falcons,35,28
8,1997,Saints,Panthers,Panthers,Saints,13,0
8,1997,Cardinals,Eagles,Eagles,Cardinals,13,10
8,1997,Jaguars,Cowboys,Cowboys,Jaguars,26,22
8,1997,Patriots,Jets,Jets,Patriots,24,19
8,1997,Oilers,Redskins,Oilers,Redskins,28,14
8,1997,Seahawks,Rams,Seahawks,Rams,17,9
8,1997,Steelers,Bengals,Steelers,Bengals,26,10
8,1997,Broncos,Raiders,Raiders,Broncos,28,25
8,1997,Ravens,Dolphins,Dolphins,Ravens,24,13
8,1997,Lions,Giants,Giants,Lions,26,20
8,1997,Bills,Colts,Bills,Colts,9,6
9,1997,Broncos,Bills,Broncos,Bills,23,20
9,1997,Giants,Bengals,Giants,Bengals,29,27
9,1997,Eagles,Cowboys,Eagles,Cowboys,13,12
9,1997,Chiefs,Rams,Chiefs,Rams,28,20
9,1997,Ravens,Redskins,Ravens,Redskins,20,17
9,1997,49ers,Saints,49ers,Saints,23,0
9,1997,Colts,Chargers,Chargers,Colts,35,19
9,1997,Cardinals,Oilers,Oilers,Cardinals,41,14
9,1997,Jaguars,Steelers,Steelers,Jaguars,23,17
9,1997,Vikings,Buccaneers,Vikings,Buccaneers,10,6
9,1997,Seahawks,Raiders,Seahawks,Raiders,45,34
9,1997,Panthers,Falcons,Panthers,Falcons,21,12
9,1997,Bears,Dolphins,Bears,Dolphins,36,33
9,1997,Patriots,Packers,Packers,Patriots,28,10
10,1997,Falcons,Rams,Falcons,Rams,34,31
10,1997,Bills,Dolphins,Bills,Dolphins,9,6
10,1997,Panthers,Raiders,Panthers,Raiders,38,14
10,1997,Redskins,Bears,Redskins,Bears,31,8
10,1997,Chargers,Bengals,Bengals,Chargers,38,31
10,1997,Colts,Buccaneers,Buccaneers,Colts,31,28
10,1997,Vikings,Patriots,Vikings,Patriots,23,18
10,1997,Jets,Ravens,Jets,Ravens,19,16
10,1997,Cardinals,Eagles,Cardinals,Eagles,31,21
10,1997,Cowboys,49ers,49ers,Cowboys,17,10
10,1997,Seahawks,Broncos,Broncos,Seahawks,30,27
10,1997,Oilers,Jaguars,Jaguars,Oilers,30,24
10,1997,Packers,Lions,Packers,Lions,20,10
10,1997,Steelers,Chiefs,Chiefs,Steelers,13,10
11,1997,Falcons,Buccaneers,Buccaneers,Falcons,31,10
11,1997,Vikings,Bears,Vikings,Bears,29,22
11,1997,Colts,Bengals,Bengals,Colts,28,13
11,1997,Cardinals,Cowboys,Cowboys,Cardinals,24,6
11,1997,Redskins,Lions,Redskins,Lions,30,7
11,1997,Rams,Packers,Packers,Rams,17,7
11,1997,Jaguars,Chiefs,Jaguars,Chiefs,24,10
11,1997,Dolphins,Jets,Dolphins,Jets,24,17
11,1997,Bills,Patriots,Patriots,Bills,31,10
11,1997,Panthers,Broncos,Broncos,Panthers,34,0
11,1997,Saints,Raiders,Saints,Raiders,13,10
11,1997,Giants,Oilers,Oilers,Giants,10,6
11,1997,Seahawks,Chargers,Seahawks,Chargers,37,31
11,1997,Ravens,Steelers,Steelers,Ravens,37,0
11,1997,Eagles,49ers,49ers,Eagles,24,12
12,1997,Falcons,Rams,Falcons,Rams,27,21
12,1997,Steelers,Bengals,Steelers,Bengals,20,3
12,1997,Packers,Colts,Colts,Packers,41,38
12,1997,Giants,Cardinals,Giants,Cardinals,19,10
12,1997,Chiefs,Broncos,Chiefs,Broncos,24,22
12,1997,Vikings,Lions,Lions,Vikings,38,15
12,1997,Jaguars,Oilers,Jaguars,Oilers,17,9
12,1997,Seahawks,Saints,Saints,Seahawks,20,17
12,1997,Buccaneers,Patriots,Buccaneers,Patriots,27,7
12,1997,Eagles,Ravens,Ravens,Eagles,10,10
12,1997,Panthers,49ers,49ers,Panthers,27,19
12,1997,Jets,Bears,Jets,Bears,23,15
12,1997,Redskins,Cowboys,Cowboys,Redskins,17,14
12,1997,Chargers,Raiders,Raiders,Chargers,38,13
12,1997,Dolphins,Bills,Dolphins,Bills,30,13
13,1997,Saints,Falcons,Falcons,Saints,20,3
13,1997,Bills,Oilers,Oilers,Bills,31,14
13,1997,Bears,Buccaneers,Bears,Buccaneers,13,7
13,1997,Lions,Colts,Lions,Colts,32,10
13,1997,Cardinals,Ravens,Cardinals,Ravens,16,13
13,1997,Packers,Cowboys,Packers,Cowboys,45,17
13,1997,Patriots,Dolphins,Patriots,Dolphins,27,24
13,1997,Vikings,Jets,Jets,Vikings,23,21
13,1997,Eagles,Steelers,Eagles,Steelers,23,20
13,1997,Rams,Panthers,Panthers,Rams,16,10
13,1997,Bengals,Jaguars,Bengals,Jaguars,31,26
13,1997,Chiefs,Seahawks,Chiefs,Seahawks,19,14
13,1997,49ers,Chargers,49ers,Chargers,17,10
13,1997,Redskins,Giants,Redskins,Giants,7,7
13,1997,Broncos,Raiders,Broncos,Raiders,31,3
14,1997,Bears,Lions,Lions,Bears,55,20
14,1997,Cowboys,Oilers,Oilers,Cowboys,27,14
14,1997,Bills,Jets,Bills,Jets,20,10
14,1997,Panthers,Saints,Saints,Panthers,16,13
14,1997,Eagles,Bengals,Eagles,Bengals,44,42
14,1997,Patriots,Colts,Patriots,Colts,20,17
14,1997,Jaguars,Ravens,Jaguars,Ravens,29,27
14,1997,49ers,Chiefs,Chiefs,49ers,44,9
14,1997,Redskins,Rams,Rams,Redskins,23,20
14,1997,Seahawks,Falcons,Falcons,Seahawks,24,17
14,1997,Steelers,Cardinals,Steelers,Cardinals,26,20
14,1997,Dolphins,Raiders,Dolphins,Raiders,34,16
14,1997,Buccaneers,Giants,Buccaneers,Giants,20,8
14,1997,Broncos,Chargers,Broncos,Chargers,38,28
14,1997,Vikings,Packers,Packers,Vikings,27,11
15,1997,Bengals,Oilers,Bengals,Oilers,41,14
15,1997,Bears,Bills,Bears,Bills,20,3
15,1997,Broncos,Steelers,Steelers,Broncos,35,24
15,1997,Packers,Buccaneers,Packers,Buccaneers,17,6
15,1997,Patriots,Jaguars,Patriots,Jaguars,26,20
15,1997,Chiefs,Raiders,Chiefs,Raiders,30,0
15,1997,Rams,Saints,Rams,Saints,34,27
15,1997,Eagles,Giants,Giants,Eagles,31,21
15,1997,Seahawks,Ravens,Ravens,Seahawks,31,24
15,1997,Falcons,Chargers,Falcons,Chargers,14,3
15,1997,Jets,Colts,Colts,Jets,22,14
15,1997,Redskins,Cardinals,Redskins,Cardinals,38,28
15,1997,Vikings,49ers,49ers,Vikings,28,17
15,1997,Lions,Dolphins,Dolphins,Lions,33,30
15,1997,Cowboys,Panthers,Panthers,Cowboys,23,13
16,1997,Redskins,Giants,Giants,Redskins,30,10
16,1997,Patriots,Steelers,Steelers,Patriots,24,21
16,1997,Falcons,Eagles,Falcons,Eagles,20,17
16,1997,Bills,Jaguars,Jaguars,Bills,20,14
16,1997,Bengals,Cowboys,Bengals,Cowboys,31,24
16,1997,Colts,Dolphins,Colts,Dolphins,41,0
16,1997,Lions,Vikings,Lions,Vikings,14,13
16,1997,Jets,Buccaneers,Jets,Buccaneers,31,0
16,1997,Ravens,Oilers,Ravens,Oilers,21,19
16,1997,Packers,Panthers,Packers,Panthers,31,10
16,1997,Saints,Cardinals,Saints,Cardinals,27,10
16,1997,Chargers,Chiefs,Chiefs,Chargers,29,7
16,1997,Raiders,Seahawks,Seahawks,Raiders,22,21
16,1997,Bears,Rams,Bears,Rams,13,10
16,1997,49ers,Broncos,49ers,Broncos,34,17
17,1997,Packers,Bills,Packers,Bills,31,21
17,1997,Panthers,Rams,Rams,Panthers,30,18
17,1997,Bears,Buccaneers,Buccaneers,Bears,31,15
17,1997,Bengals,Ravens,Bengals,Ravens,16,14
17,1997,Colts,Vikings,Vikings,Colts,39,28
17,1997,Giants,Cowboys,Giants,Cowboys,20,7
17,1997,Chiefs,Saints,Chiefs,Saints,25,13
17,1997,Steelers,Oilers,Oilers,Steelers,16,6
17,1997,Redskins,Eagles,Redskins,Eagles,35,32
17,1997,Falcons,Cardinals,Cardinals,Falcons,29,26
17,1997,Broncos,Chargers,Broncos,Chargers,38,3
17,1997,Lions,Jets,Lions,Jets,13,10
17,1997,Jaguars,Raiders,Jaguars,Raiders,20,9
17,1997,Seahawks,49ers,Seahawks,49ers,38,9
17,1997,Patriots,Dolphins,Patriots,Dolphins,14,12
WildCard,1997,Giants,Vikings,Vikings,Giants,23,22
WildCard,1997,Broncos,Jaguars,Broncos,Jaguars,42,17
WildCard,1997,Dolphins,Patriots,Patriots,Dolphins,17,3
WildCard,1997,Lions,Buccaneers,Buccaneers,Lions,20,10
Division,1997,Patriots,Steelers,Steelers,Patriots,7,6
Division,1997,Vikings,49ers,49ers,Vikings,38,22
Division,1997,Buccaneers,Packers,Packers,Buccaneers,21,7
Division,1997,Chiefs,Broncos,Broncos,Chiefs,14,10
ConfChamp,1997,Steelers,Broncos,Broncos,Steelers,24,21
ConfChamp,1997,49ers,Packers,Packers,49ers,23,10
SuperBowl,1997,Broncos,Packers,Broncos,Packers,31,24
1,1998,Falcons,Panthers,Falcons,Panthers,19,14
1,1998,Bears,Jaguars,Jaguars,Bears,24,23
1,1998,Bengals,Oilers,Oilers,Bengals,23,14
